SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),5929 S Paulina St,Chicago,IL,60636,179000,6,2.0,CHI - West Englewood,,3049,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/5929-S-Paulina-St-60636/home/13937774,MRED,11644818,N,Y,41.7858544,-87.6664932
MLS Listing,,Single Family Residential,1700 W 91st Pl,Chicago,IL,60620,260000,3,3.0,CHI - Washington Heights,2200,6250,1924,1,118,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1700-W-91st-Pl-60620/home/13099144,MRED,11644773,N,Y,41.7277033,-87.6654915
MLS Listing,,Multi-Family (2-4 Unit),6625 N California Ave,Chicago,IL,60645,525000,6,4.0,CHI - West Ridge,,,1958,1,,,Active,,,https://www.redfin.com/IL/Chicago/6625-N-California-Ave-60645/home/13582438,MRED,11640667,N,Y,42.0019766,-87.6994412
MLS Listing,,Condo/Co-op,1601 S State St Unit 3E,Chicago,IL,60616,384900,3,2.0,CHI - Near South Side,1650,,2004,1,233,670,Active,,,https://www.redfin.com/IL/Chicago/1601-S-State-St-60616/unit-3E/home/179110292,MRED,11644652,N,Y,41.8599299,-87.6268884
MLS Listing,,Condo/Co-op,100 E 14th St #1807,Chicago,IL,60605,399000,2,2.0,CHI - Near South Side,1248,,2008,1,320,610,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-1807/home/39570460,MRED,11644076,N,Y,41.8645195,-87.6238055
MLS Listing,,Condo/Co-op,2214 N Campbell Ave Unit 1B,Chicago,IL,60647,379999,3,3.0,CHI - Logan Square,1600,,1894,1,237,286,Active,,,https://www.redfin.com/IL/Chicago/2214-N-Campbell-Ave-60647/unit-1B/home/18936313,MRED,11643850,N,Y,41.9221112,-87.6896587
MLS Listing,,Single Family Residential,8500 S Keeler Ave,Chicago,IL,60652,320000,3,1.5,CHI - Ashburn,1222,5148,1968,1,262,,Active,,,https://www.redfin.com/IL/Chicago/8500-S-Keeler-Ave-60652/home/13967353,MRED,11643825,N,Y,41.7382956,-87.7267083
MLS Listing,,Condo/Co-op,1440 S Michigan Ave #514,Chicago,IL,60605,345000,2,2.0,CHI - Near South Side,1100,,2000,1,314,478,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1440-S-Michigan-Ave-60605/unit-514/home/12733007,MRED,11643799,N,Y,41.863073831,-87.62441374
MLS Listing,,Multi-Family (2-4 Unit),1936 W Belle Plaine Ave,Chicago,IL,60613,979900,6,3.0,CHI - North Center,,,1898,4,,,Active,,,https://www.redfin.com/IL/Chicago/1936-W-Belle-Plaine-Ave-60613/home/13389613,MRED,11640604,N,Y,41.9561936,-87.677857
MLS Listing,,Single Family Residential,419 E 42nd St,Chicago,IL,60653,455000,8,3.5,CHI - Grand Boulevard,3900,4922,1893,4,117,,Active,October-8-2022 02:00 PM,October-8-2022 04:00 PM,https://www.redfin.com/IL/Chicago/419-E-42nd-St-60653/home/13960954,MRED,11638571,N,Y,41.8182449,-87.6158032
MLS Listing,,Condo/Co-op,1841 S Calumet Ave #1511,Chicago,IL,60616,345000,2,2.0,CHI - Near South Side,1080,,2004,4,319,644,Active,,,https://www.redfin.com/IL/Chicago/1841-S-Calumet-Ave-60616/unit-1511/home/18937852,MRED,11634799,N,Y,41.8573213,-87.6189079
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 4N,Chicago,IL,60611,485000,3,2.5,CHI - Near North Side,2122,,1969,4,229,2540,Active,,,https://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-4N/home/14122746,MRED,11641991,N,Y,41.902836,-87.625043
MLS Listing,,Townhouse,3657 S Normal Ave Unit E,Chicago,IL,60609,470000,3,2.5,CHI - Bridgeport,1640,,1997,4,287,,Active,,,https://www.redfin.com/IL/Chicago/3657-S-Normal-Ave-60609/unit-E/home/14072408,MRED,11641978,N,Y,41.8273796,-87.6385494
MLS Listing,,Single Family Residential,6437 S Troy St,Chicago,IL,60629,280000,5,2.5,CHI - Chicago Lawn,1150,3136,1919,4,243,,Active,,,https://www.redfin.com/IL/Chicago/6437-S-Troy-St-60629/home/13988041,MRED,11641977,N,Y,41.7760724,-87.701577
MLS Listing,,Condo/Co-op,1143 S Plymouth Ct #604,Chicago,IL,60605,289900,2,2.0,Dearborn Park,1250,,1979,5,232,553,Active,,,https://www.redfin.com/IL/Chicago/1143-S-Plymouth-Ct-60605/unit-604/home/14091229,MRED,11639645,N,Y,41.8688062,-87.6282799
MLS Listing,,Condo/Co-op,1914 N Sheffield Ave Unit 2F,Chicago,IL,60614,415000,2,1.0,CHI - Lincoln Park,,,1889,5,,232,Active,,,https://www.redfin.com/IL/Chicago/1914-N-Sheffield-Ave-60614/unit-2F/home/13352007,MRED,11641451,N,Y,41.916541,-87.653664
MLS Listing,,Condo/Co-op,6250 N Francisco Ave Unit GBE,Chicago,IL,60659,139000,2,1.0,CHI - West Ridge,,,1950,5,,262,Active,,,https://www.redfin.com/IL/Chicago/6250-N-Francisco-Ave-60659/unit-GBE/home/181753220,MRED,11628403,N,Y,41.9956195,-87.7023048
MLS Listing,,Condo/Co-op,2753 N Hampden Ct Unit 2B,Chicago,IL,60614,1895000,4,4.5,CHI - Lincoln Park,2902,,2019,5,653,650,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2753-N-Hampden-Ct-60614/unit-2B/home/144232690,MRED,11641379,N,Y,41.9322901,-87.6420418
MLS Listing,,Condo/Co-op,3651 N Kedvale Ave Unit 2A,Chicago,IL,60641,145000,1,1.0,CHI - Irving Park,,,1929,5,,260,Active,,,https://www.redfin.com/IL/Chicago/3651-N-Kedvale-Ave-60641/unit-2A/home/12638899,MRED,11641192,N,Y,41.9478682,-87.7301918
MLS Listing,,Condo/Co-op,2004 W Erie St Unit 1W,Chicago,IL,60612,765000,4,3.0,CHI - West Town,,,2013,5,,300,Active,,,https://www.redfin.com/IL/Chicago/2004-W-Erie-St-60612/unit-1W/home/113044196,MRED,11610855,N,Y,41.8932873,-87.6772969
MLS Listing,,Multi-Family (2-4 Unit),4128 N Maplewood Ave,Chicago,IL,60618,595900,4,2.0,CHI - North Center,,3484,1920,5,,,Active,,,https://www.redfin.com/IL/Chicago/4128-N-Maplewood-Ave-60618/home/13486615,MRED,11641138,N,Y,41.9566742,-87.6924059
MLS Listing,,Condo/Co-op,2700 N Hampden Ct Unit 18C,Chicago,IL,60614,305000,2,2.0,CHI - Lincoln Park,1200,,1968,5,254,916,Active,,,https://www.redfin.com/IL/Chicago/2700-N-Hampden-Ct-60614/unit-18C/home/13368686,MRED,11641053,N,Y,41.9308327,-87.6419459
MLS Listing,,Condo/Co-op,1505 N Fairfield Ave Unit 3N,Chicago,IL,60622,534900,2,2.0,CHI - West Town,,,2017,5,,155,Active,,,https://www.redfin.com/IL/Chicago/1505-N-Fairfield-Ave-60622/unit-3N/home/112688535,MRED,11641050,N,Y,41.908571,-87.695354
MLS Listing,,Condo/Co-op,2529 N Halsted St Unit 2S,Chicago,IL,60614,565000,2,2.0,Lillview Condominiums,1800,,1997,6,314,270,Active,,,https://www.redfin.com/IL/Chicago/2529-N-Halsted-St-60614/unit-2S/home/12804448,MRED,11640346,N,Y,41.9281067,-87.6485351
MLS Listing,,Condo/Co-op,1464 S Michigan Ave #505,Chicago,IL,60605,295000,2,1.0,Marquee,900,,2008,6,328,537,Active,,,https://www.redfin.com/IL/Chicago/1464-S-Michigan-Ave-60605/unit-505/home/39570938,MRED,11640320,N,Y,41.8622613,-87.624234
MLS Listing,,Condo/Co-op,3151 N Lincoln Ave #208,Chicago,IL,60657,279500,1,1.0,CHI - Lake View,720,,1934,6,388,393,Active,,,https://www.redfin.com/IL/Chicago/3151-N-Lincoln-Ave-60657/unit-208/home/13365646,MRED,11636687,N,Y,41.939122,-87.6677022
MLS Listing,,Townhouse,2344 W George St,Chicago,IL,60618,400000,2,1.5,Riverwalk,1630,,2000,7,245,383,Active,,,https://www.redfin.com/IL/Chicago/2344-W-George-St-60618/home/12698311,MRED,11634977,N,Y,41.933943284,-87.68724584
MLS Listing,,Single Family Residential,3626 S Giles Ave,Chicago,IL,60653,530000,4,3.5,CHI - Douglas,1878,3362,2002,7,282,,Active,,,https://www.redfin.com/IL/Chicago/3626-S-Giles-Ave-60653/home/12733527,MRED,11639092,N,Y,41.8284225,-87.6195539
MLS Listing,,Condo/Co-op,125 E 13th St #604,Chicago,IL,60605,440000,2,2.0,Museum Park Lofts,1300,,2002,7,338,506,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-604/home/12645866,MRED,11639050,N,Y,41.8655862,-87.62288
MLS Listing,,Multi-Family (2-4 Unit),6549 S Saint Lawrence Ave,Chicago,IL,60637,449000,7,3.0,CHI - Woodlawn,,2613,1895,8,,,Active,,,https://www.redfin.com/IL/Chicago/6549-S-Saint-Lawrence-Ave-60637/home/181310601,MRED,11638447,N,Y,41.775257,-87.6103936
MLS Listing,,Condo/Co-op,3600 N Lake Shore Dr #2625,Chicago,IL,60613,274900,1,1.0,CHI - Lake View,,,1960,8,,764,Active,,,https://www.redfin.com/IL/Chicago/3600-N-Lake-Shore-Dr-60613/unit-2625/home/13376979,MRED,11636779,N,Y,41.9489369,-87.6441842
MLS Listing,,Condo/Co-op,643 W Barry Ave Unit 1D,Chicago,IL,60657,235000,1,1.0,CHI - Lake View,700,,1970,8,336,197,Active,,,https://www.redfin.com/IL/Chicago/643-W-Barry-Ave-60657/unit-1D/home/12683066,MRED,11638265,N,Y,41.9375782,-87.6459541
MLS Listing,,Single Family Residential,2610 N Kimball Ave,Chicago,IL,60647,1050000,5,3.5,CHI - Logan Square,2984,3920,2007,11,352,,Active,,,https://www.redfin.com/IL/CHICAGO/2610-N-KIMBALL-AVE-60647/home/18946402,MRED,11637137,N,Y,41.928782,-87.712619
MLS Listing,,Condo/Co-op,4852 N Paulina St Unit 1E,Chicago,IL,60640,165000,1,1.0,CHI - Uptown,784,,1969,11,210,257,Active,,,https://www.redfin.com/IL/Chicago/4852-N-Paulina-St-60640/unit-1E/home/13402797,MRED,11633779,N,Y,41.9704285,-87.6715481
MLS Listing,,Single Family Residential,2015 Newton Ave,Park Ridge,IL,60068,395000,3,2.0,Park Ridge,960,5850,1944,11,411,,Active,,,https://www.redfin.com/IL/Park-Ridge/2015-Newton-Ave-60068/home/13565798,MRED,11636567,N,Y,41.9856771,-87.8240227
MLS Listing,,Condo/Co-op,625 W Jackson Blvd #707,Chicago,IL,60661,390000,2,1.0,Capitol Hill Lofts,1050,,1918,12,371,555,Active,,,https://www.redfin.com/IL/Chicago/625-W-Jackson-Blvd-60661/unit-707/home/12713702,MRED,11632980,N,Y,41.8778774,-87.6435687
MLS Listing,,Condo/Co-op,1542 E 67th Pl Unit 1E,Chicago,IL,60637,230000,3,2.0,CHI - South Shore,1700,,1911,12,135,200,Active,,,https://www.redfin.com/IL/Chicago/1542-E-67th-Pl-60637/unit-1E/home/21792834,MRED,11624136,N,Y,41.7726389,-87.5870334
MLS Listing,,Condo/Co-op,600 N Fairbanks Ct #2006,Chicago,IL,60611,379900,1,1.0,CHI - Near North Side,821,,2008,12,463,483,Active,,,https://www.redfin.com/IL/Chicago/600-N-Fairbanks-Ct-60611/unit-2006/home/39557848,MRED,11633983,N,Y,41.8927936,-87.6206433
MLS Listing,,Condo/Co-op,100 E Huron St #1703,Chicago,IL,60611,550000,2,2.0,CHI - Near North Side,1481,,1989,12,371,1193,Active,,,https://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-1703/home/14099785,MRED,11635603,N,Y,41.895034,-87.6250256
MLS Listing,,Townhouse,26 S Aberdeen St #8,Chicago,IL,60607,775000,3,2.0,CHI - Near West Side,2000,,2007,12,388,275,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/26-S-Aberdeen-St-60607/unit-8/home/12632522,MRED,11632635,N,Y,41.8808922,-87.6549666
MLS Listing,,Condo/Co-op,4867 N Rockwell St Unit G,Chicago,IL,60625,272500,2,2.0,CHI - Lincoln Square,,,1924,13,,169,Active,,,https://www.redfin.com/IL/Chicago/4867-N-Rockwell-St-60625/unit-G/home/39944206,MRED,11631733,N,Y,41.9706095,-87.6936159
MLS Listing,,Condo/Co-op,1455 N Sandburg Ter Unit 1009B,Chicago,IL,60610,349900,2,1.0,CHI - Near North Side,,,1964,13,,671,Active,,,https://www.redfin.com/IL/Chicago/1455-N-Sandburg-Ter-60610/unit-1009B/home/14116073,MRED,11635048,N,Y,41.9088719,-87.6320457
MLS Listing,,Condo/Co-op,2341 W Roscoe St Unit 1W,Chicago,IL,60618,899000,4,2.5,CHI - North Center,,,2018,13,,307,Active,,,https://www.redfin.com/IL/Chicago/2341-W-Roscoe-St-60618/unit-1W/home/175638037,MRED,11634849,N,Y,41.94290002,-87.68744241
MLS Listing,,Condo/Co-op,932 W George St #3,Chicago,IL,60657,475000,2,2.0,CHI - Lake View,,,1996,13,,195,Active,,,https://www.redfin.com/IL/Chicago/932-W-George-St-60657/unit-3/home/13362961,MRED,11634816,N,Y,41.934697,-87.6528898
MLS Listing,,Townhouse,648 W Oak St,Chicago,IL,60610,779900,3,2.5,CHI - Near North Side,,,2007,13,,254,Active,,,https://www.redfin.com/IL/Chicago/648-W-Oak-St-60610/home/12621241,MRED,11628992,N,Y,41.8999386,-87.6447673
MLS Listing,,Condo/Co-op,660 W Wayman St Unit 507B,Chicago,IL,60661,319000,1,2.0,Trio,800,,2008,13,399,519,Active,,,https://www.redfin.com/IL/Chicago/660-W-Wayman-St-60661/unit-507B/home/21801927,MRED,11634629,N,Y,41.887518,-87.645063
MLS Listing,,Condo/Co-op,165 N Canal St #1128,Chicago,IL,60606,489000,3,2.0,CHI - Near West Side,1576,,1910,14,310,773,Active,,,https://www.redfin.com/IL/Chicago/165-N-Canal-St-60606/unit-1128/home/23050607,MRED,11634107,N,Y,41.8853115,-87.639382
MLS Listing,,Condo/Co-op,1000 W Leland Ave Unit 6F,Chicago,IL,60640,249900,2,1.0,CHI - Uptown,,,2004,14,,376,Active,,,https://www.redfin.com/IL/Chicago/1000-W-Leland-Ave-60640/unit-6F/home/12571464,MRED,11634053,N,Y,41.9673599,-87.6549621
MLS Listing,,Single Family Residential,4852 N Mont Clare Ave,Chicago,IL,60656,359900,4,2.5,CHI - Norwood Park,1250,,1958,14,288,,Active,,,https://www.redfin.com/IL/Chicago/4852-N-Mont-Clare-Ave-60656/home/13504887,MRED,11629963,N,Y,41.969838,-87.8051296
MLS Listing,,Single Family Residential,19 E 102nd Pl,Chicago,IL,60628,150000,3,2.0,CHI - Roseland,1633,4687,1905,14,92,,Active,,,https://www.redfin.com/IL/Chicago/19-E-102nd-Pl-60628/home/13088235,MRED,11634032,N,Y,41.7078927,-87.6227451
MLS Listing,,Condo/Co-op,1069 W Foster Ave Unit 2D,Chicago,IL,60640,274900,2,2.0,CHI - Uptown,1099,,1917,14,250,235,Active,October-8-2022 02:00 PM,October-8-2022 04:00 PM,https://www.redfin.com/IL/Chicago/1069-W-Foster-Ave-60640/unit-2D/home/181855921,MRED,11633695,N,Y,41.9762601,-87.6574334
MLS Listing,,Condo/Co-op,1307 S Wabash Ave #408,Chicago,IL,60605,225000,1,1.0,CHI - Near South Side,,,1929,15,,418,Active,,,https://www.redfin.com/IL/Chicago/1307-S-Wabash-Ave-60605/unit-408/home/12725359,MRED,11633228,N,Y,41.8654407,-87.6253097
MLS Listing,,Single Family Residential,557 E 92nd Pl,Chicago,IL,60619,250000,4,2.0,CHI - Chatham,2254,3123,1910,15,111,,Active,,,https://www.redfin.com/IL/Chicago/557-E-92nd-Pl-60619/home/13109058,MRED,11632923,N,Y,41.7262784,-87.6095757
MLS Listing,,Condo/Co-op,1720 S Michigan Ave #1204,Chicago,IL,60616,225900,1,1.0,CHI - Near South Side,700,,2005,15,323,354,Active,,,https://www.redfin.com/IL/Chicago/1720-S-Michigan-Ave-60616/unit-1204/home/39558369,MRED,11632639,N,Y,41.8586026,-87.6246153
MLS Listing,,Townhouse,1618 N Larrabee St,Chicago,IL,60614,885000,4,2.5,CHI - Lincoln Park,,,1987,18,,,Active,,,https://www.redfin.com/IL/Chicago/1618-N-Larrabee-St-60614/home/13346471,MRED,11626092,N,Y,41.9118205,-87.6436813
MLS Listing,,Condo/Co-op,1935 S Archer Ave #518,Chicago,IL,60616,240000,1,1.0,CHI - Near South Side,900,,2006,18,267,443,Active,,,https://www.redfin.com/IL/Chicago/1935-S-Archer-Ave-60616/unit-518/home/18931231,MRED,11617212,N,Y,41.8558278,-87.6283056
MLS Listing,,Condo/Co-op,100 E 14th St #2301,Chicago,IL,60605,710000,3,2.0,CHI - Near South Side,1695,,2006,18,419,1060,Active,,,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-2301/home/39570245,MRED,11631110,N,Y,41.8645195,-87.6238055
MLS Listing,,Condo/Co-op,839 W Ainslie St Unit 3W,Chicago,IL,60640,370000,2,2.0,CHI - Uptown,1700,,1911,18,218,272,Active,,,https://www.redfin.com/IL/Chicago/839-W-Ainslie-St-60640/unit-3W/home/180592376,MRED,11627450,N,Y,41.971386,-87.65176
MLS Listing,,Single Family Residential,3427 W 61st St,Chicago,IL,60629,374900,5,2.0,CHI - Chicago Lawn,,6015,1880,18,,,Active,,,https://www.redfin.com/IL/Chicago/3427-W-61st-St-60629/home/14007551,MRED,11631397,N,Y,41.7823033,-87.7092179
MLS Listing,,Condo/Co-op,40 E 9th St #718,Chicago,IL,60605,210000,1,1.0,CHI - Loop,910,,1998,18,231,642,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-718/home/12633439,MRED,11628221,N,Y,41.8707384,-87.6263891
MLS Listing,,Multi-Family (2-4 Unit),7847 S Saint Lawrence Ave,Chicago,IL,60619,250000,4,2.0,CHI - Greater Grand Crossing,,,1915,18,,,Active,,,https://www.redfin.com/IL/Chicago/7847-S-St-Lawrence-Ave-60619/home/13917649,MRED,11631184,N,Y,41.7516483,-87.6098109
MLS Listing,,Condo/Co-op,3660 N Lake Shore Dr #410,Chicago,IL,60613,199900,1,1.0,CHI - Lake View,,,1987,18,,379,Active,,,https://www.redfin.com/IL/Chicago/3660-N-Lake-Shore-Dr-60613/unit-410/home/12741996,MRED,11625722,N,Y,41.949859,-87.6457899
MLS Listing,,Condo/Co-op,4216 S Ellis Ave Unit 3S,Chicago,IL,60653,579999,4,4.0,CHI - Oakland,3500,,2016,18,166,320,Active,,,https://www.redfin.com/IL/Chicago/4216-S-Ellis-Ave-60653/unit-3S/home/144510582,MRED,11631038,N,Y,41.8174267,-87.6022424
MLS Listing,,Condo/Co-op,400 E Randolph St #3628,Chicago,IL,60601,345000,1,1.0,CHI - Loop,860,,1963,19,401,680,Active,,,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3628/home/14094290,MRED,11630701,N,Y,41.885003,-87.6168638
MLS Listing,,Single Family Residential,4015 N Drake Ave,Chicago,IL,60618,795000,4,3.5,CHI - Irving Park,3576,3036,2013,19,222,,Active,,,https://www.redfin.com/IL/Chicago/4015-N-Drake-Ave-60618/home/13482788,MRED,11630015,N,Y,41.9543587,-87.7163092
MLS Listing,,Condo/Co-op,5559 S Blackstone Ave #2,Chicago,IL,60637,369000,3,2.0,CHI - Hyde Park,1600,,1906,20,231,656,Active,,,https://www.redfin.com/IL/Chicago/5559-S-Blackstone-Ave-60637/unit-2/home/12565773,MRED,11629364,N,Y,41.7935128,-87.5898569
MLS Listing,,Condo/Co-op,4631 S Ellis Ave Unit 3R,Chicago,IL,60653,399900,3,2.5,Ellington Court,2103,,,20,190,202,Active,,,https://www.redfin.com/IL/Chicago/4631-S-Ellis-Ave-60653/unit-3R/home/12733143,MRED,11629270,N,Y,41.8104971,-87.6012893
MLS Listing,,Condo/Co-op,3543 W Belmont Ave #2,Chicago,IL,60618,450000,3,2.5,CHI - Avondale,1650,,2011,20,273,265,Active,,,https://www.redfin.com/IL/Chicago/3543-W-Belmont-Ave-60618/unit-2/home/52639035,MRED,11629241,N,Y,41.93897,-87.71661
MLS Listing,,Condo/Co-op,1345 W Huron St #3,Chicago,IL,60642,569000,2,2.0,CHI - West Town,,,2016,20,,176,Active,,,https://www.redfin.com/IL/Chicago/1345-W-Huron-St-60642/unit-3/home/161065785,MRED,11628984,N,Y,41.8941037,-87.6613045
MLS Listing,,Condo/Co-op,6444 S Woodlawn Ave Unit 4N,Chicago,IL,60637,375000,3,2.0,CHI - Woodlawn,2000,,2018,20,188,202,Active,,,https://www.redfin.com/IL/Chicago/6444-S-Woodlawn-Ave-60637/unit-4N/home/179303424,MRED,11624927,N,Y,41.7773644,-87.5963797
MLS Listing,,Single Family Residential,6124 S Mcvicker Ave,Chicago,IL,60638,424000,5,3.0,CHI - Clearing,2099,3746,2010,21,202,,Active,,,https://www.redfin.com/IL/Chicago/6124-S-McVicker-Ave-60638/home/12817862,MRED,11626120,N,Y,41.7807017,-87.7731624
MLS Listing,,Multi-Family (2-4 Unit),8109 S Drexel Ave,Chicago,IL,60619,375000,9,3.0,CHI - Chatham,,3920,1925,21,,,Active,,,https://www.redfin.com/IL/Chicago/8109-S-Drexel-Ave-60619/home/13224206,MRED,11614791,N,Y,41.7472806,-87.6023406
MLS Listing,,Condo/Co-op,1935 S Archer Ave #215,Chicago,IL,60616,314900,1,2.0,CHI - Near South Side,1100,,2004,21,286,457,Active,,,https://www.redfin.com/IL/Chicago/1935-S-Archer-Ave-60616/unit-215/home/18927217,MRED,11628326,N,Y,41.8558278,-87.6283056
MLS Listing,,Single Family Residential,6438 N Harlem Ave,Chicago,IL,60631,289999,3,2.0,CHI - Edison Park,1000,4133,1959,21,290,,Active,,,https://www.redfin.com/IL/Chicago/6438-N-Harlem-Ave-60631/home/13635879,MRED,11627997,N,Y,41.9980854,-87.8070884
MLS Listing,,Condo/Co-op,5553 N Clark St #301,Chicago,IL,60640,579900,3,2.0,CHI - Edgewater,,,2019,22,,226,Active,,,https://www.redfin.com/IL/Chicago/5553-N-Clark-St-60640/unit-301/home/168661028,MRED,11627486,N,Y,41.983298,-87.668362
MLS Listing,,Multi-Family (2-4 Unit),1637 N Richmond St,Chicago,IL,60647,540000,6,3.0,CHI - West Town,,,1880,25,,,Active,,,https://www.redfin.com/IL/Chicago/1637-N-Richmond-St-60647/home/181656397,MRED,11477424,N,Y,41.9113231,-87.7000371
MLS Listing,,Condo/Co-op,400 S Green St #201,Chicago,IL,60607,335000,1,1.0,Green Street Lofts,1400,,1880,25,239,361,Active,,,https://www.redfin.com/IL/Chicago/400-S-Green-St-60607/unit-201/home/14089924,MRED,11625404,N,Y,41.8762901,-87.648501
MLS Listing,,Condo/Co-op,1122 W Catalpa Ave #515,Chicago,IL,60640,249900,2,1.5,Catalpa Gardens,1054,,2007,26,237,636,Active,,,https://www.redfin.com/IL/Chicago/1122-W-Catalpa-Ave-60640/unit-515/home/16882786,MRED,11625022,N,Y,41.9824219,-87.6590772
MLS Listing,,Condo/Co-op,749 S Claremont Ave #2,Chicago,IL,60612,245000,2,2.0,CHI - Near West Side,1200,,1997,26,204,150,Active,,,https://www.redfin.com/IL/Chicago/749-S-Claremont-Ave-60612/unit-2/home/12763934,MRED,11624808,N,Y,41.8717244,-87.6846611
MLS Listing,,Condo/Co-op,2324 N Lincoln Park Unit 4C,Chicago,IL,60614,160000,0,1.0,CHI - Lincoln Park,,,1927,26,,229,Active,,,https://www.redfin.com/IL/Chicago/2324-N-Lincoln-Park-W-60614/unit-4C/home/18957567,MRED,11624799,N,Y,41.924602,-87.6372469
MLS Listing,,Condo/Co-op,565 W Quincy St #1009,Chicago,IL,60661,465000,2,2.0,CHI - Near West Side,,,2009,26,,730,Active,,,https://www.redfin.com/IL/Chicago/565-W-Quincy-St-60661/unit-1009/home/171322145,MRED,11622139,N,Y,41.8784947,-87.6422376
MLS Listing,,Single Family Residential,6737 N Hermitage Ave,Chicago,IL,60626,749900,4,4.0,CHI - Rogers Park,3038,,1929,26,247,,Active,,,https://www.redfin.com/IL/Chicago/6737-N-Hermitage-Ave-60626/home/13570273,MRED,11624698,N,Y,42.0045994,-87.6737077
MLS Listing,,Condo/Co-op,235 W Van Buren St #4001,Chicago,IL,60607,465500,2,2.0,CHI - Loop,1352,,2010,26,344,562,Active,,,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-4001/home/113098051,MRED,11618511,N,Y,41.8765303,-87.6347529
MLS Listing,,Condo/Co-op,33 W Ontario St Unit 24F,Chicago,IL,60654,425000,2,2.0,CHI - Near North Side,1250,,2003,26,340,967,Active,,,https://www.redfin.com/IL/Chicago/33-W-Ontario-St-60654/unit-24F/home/39557679,MRED,11624493,N,Y,41.8931144,-87.6291864
MLS Listing,,Condo/Co-op,910 S Michigan Ave #1211,Chicago,IL,60605,414900,2,2.0,CHI - Loop,1650,,1913,26,251,934,Active,,,https://www.redfin.com/IL/Chicago/910-S-Michigan-Ave-60605/unit-1211/home/12662665,MRED,11624383,N,Y,41.8701636,-87.6248468
MLS Listing,,Condo/Co-op,1414 N Wells St #212,Chicago,IL,60610,399900,1,1.0,CHI - Near North Side,,,1995,26,,538,Active,,,https://www.redfin.com/IL/Chicago/1414-N-Wells-St-60610/unit-212/home/14115603,MRED,11610665,N,Y,41.9081697,-87.6349094
