SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,6553 S Eberhart Ave,Chicago,IL,60637,405000,4,3.5,CHI - Woodlawn,2900,3659,1916,1,140,,Active,,,https://www.redfin.com/IL/Chicago/6553-S-Eberhart-Ave-60637/home/13929554,MRED,11644357,N,Y,41.7751239,-87.6128719
MLS Listing,,Condo/Co-op,40 E 9th St #1402,Chicago,IL,60605,224900,1,1.0,Burnham Park Plaza,1025,,1920,1,219,763,Active,October-9-2022 12:00 PM,October-9-2022 02:00 PM,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-1402/home/12647613,MRED,11644351,N,Y,41.8707384,-87.6263891
MLS Listing,,Multi-Family (2-4 Unit),4921 W 63rd St S,Chicago,IL,60638,775000,9,4.5,CHI - Clearing,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4921-W-63rd-St-60638/home/147829831,MRED,11644352,N,Y,41.7781314,-87.7455856
MLS Listing,,Condo/Co-op,1449 N Ashland Ave Unit 1R,Chicago,IL,60622,215999,2,1.0,CHI - West Town,800,,,1,270,175,Active,,,https://www.redfin.com/IL/Chicago/1449-N-Ashland-Ave-60622/unit-1R/home/18942238,MRED,11644338,N,Y,41.9084309,-87.6673119
MLS Listing,,Single Family Residential,1625 E 86th St,Chicago,IL,60617,199000,5,2.0,CHI - Avalon Park,2112,3750,,1,94,,Active,,,https://www.redfin.com/IL/Chicago/1625-E-86th-St-60617/home/13218552,MRED,11644335,N,Y,41.7385549,-87.5841918
MLS Listing,,Condo/Co-op,5436 S Hyde Park Blvd #1,Chicago,IL,60615,649000,5,2.5,CHI - Hyde Park,3200,,1920,1,203,600,Active,,,https://www.redfin.com/IL/Chicago/5436-S-Hyde-Park-Blvd-60615/unit-1/home/182111395,MRED,11644328,N,Y,41.797114,-87.584423
MLS Listing,,Multi-Family (2-4 Unit),7117 S Ingleside Ave,Chicago,IL,60619,385000,6,4.0,CHI - Greater Grand Crossing,,,1912,1,,,Active,,,https://www.redfin.com/IL/Chicago/7117-S-Ingleside-Ave-60619/home/13921929,MRED,11644317,N,Y,41.7653428,-87.6015787
MLS Listing,,Condo/Co-op,1345 S Wabash Ave #1605,Chicago,IL,60605,255000,1,1.0,CHI - Near South Side,730,,2015,1,349,289,Active,,,https://www.redfin.com/IL/Chicago/1345-S-Wabash-Ave-60605/unit-1605/home/167695087,MRED,11644316,N,Y,41.8644171,-87.6254821
MLS Listing,,Condo/Co-op,5402 N Kenmore Ave Unit 1W,Chicago,IL,60640,158724,1,1.0,CHI - Edgewater,,,1924,1,,253,Active,,,https://www.redfin.com/IL/Chicago/5402-N-Kenmore-Ave-60640/unit-1W/home/12652500,MRED,11644311,N,Y,41.9804186,-87.6566464
MLS Listing,,Condo/Co-op,1525 S Michigan Ave #207,Chicago,IL,60605,275000,2,1.0,CHI - Near South Side,1012,,1920,1,272,436,Active,October-8-2022 02:00 PM,October-8-2022 03:30 PM,https://www.redfin.com/IL/Chicago/1525-S-Michigan-Ave-60605/unit-207/home/12786263,MRED,11644299,N,Y,41.8612585,-87.6234977
MLS Listing,,Condo/Co-op,175 E Delaware Pl #5203,Chicago,IL,60611,565000,2,2.0,CHI - Near North Side,1538,,1969,1,367,1266,Active,,,https://www.redfin.com/IL/Chicago/175-E-Delaware-Pl-60611/unit-5203/home/14118088,MRED,11644298,N,Y,41.8989444,-87.6227945
MLS Listing,,Multi-Family (2-4 Unit),5540 W Windsor Ave,Chicago,IL,60630,439900,8,4.0,CHI - Portage Park,,,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/5540-W-Windsor-Ave-60630/home/13480499,MRED,11644296,N,Y,41.9634828,-87.7665126
MLS Listing,,Townhouse,4524 N Paulina St Unit A,Chicago,IL,60640,359000,2,1.5,CHI - Uptown,1722,,1980,1,208,200,Active,,,https://www.redfin.com/IL/Chicago/4524-N-Paulina-St-60640/unit-A/home/182110597,MRED,11644283,N,Y,41.9642296,-87.6713087
MLS Listing,,Condo/Co-op,2350 N Orchard St Unit MZ103,Chicago,IL,60614,1299000,2,2.5,CHI - Lincoln Park,1647,,2020,1,789,1167,Active,,,https://www.redfin.com/IL/Chicago/2350-N-Orchard-St-60614/unit-MZ103/home/182110389,MRED,11644271,N,Y,41.9251023,-87.6464993
MLS Listing,,Single Family Residential,12605 S Lowe Ave,Chicago,IL,60628,210000,3,1.5,CHI - West Pullman,1100,3075,1968,1,191,,Active,,,https://www.redfin.com/IL/Chicago/12605-S-Lowe-Ave-60628/home/13055398,MRED,11644266,N,Y,41.6648554,-87.6375895
MLS Listing,,Condo/Co-op,1540 N Lasalle Dr #302,Chicago,IL,60610,171500,0,1.0,LaSalle Terrace Condominiums,550,,1974,1,312,355,Active,,,https://www.redfin.com/IL/Chicago/1540-N-La-Salle-St-60610/unit-302/home/14115955,MRED,11644256,N,Y,41.910269,-87.6337138
MLS Listing,,Single Family Residential,4401 W 81st Pl,Chicago,IL,60652,329900,4,2.0,CHI - Ashburn,2019,5998,1965,1,163,,Active,,,https://www.redfin.com/IL/Chicago/4401-W-81st-Pl-60652/home/13970672,MRED,11644250,N,Y,41.7439151,-87.7314611
MLS Listing,,Single Family Residential,5312 S California Ave,Chicago,IL,60632,230000,4,2.5,West Eldson,2164,3750,1925,1,106,,Active,,,https://www.redfin.com/IL/Chicago/5312-S-California-Ave-60632/home/14017546,MRED,11644251,N,Y,41.7968578,-87.6941851
MLS Listing,,Multi-Family (2-4 Unit),6831 S Calumet Ave,Chicago,IL,60637,275000,6,2.0,CHI - Greater Grand Crossing,,,1895,1,,,Active,,,https://www.redfin.com/IL/Chicago/6831-S-Calumet-Ave-60637/home/13928807,MRED,11644246,N,Y,41.7701919,-87.6166903
MLS Listing,,Condo/Co-op,2930 N Sheridan Rd #1905,Chicago,IL,60657,244900,1,1.0,CHI - Lake View,,,1960,1,,691,Active,,,https://www.redfin.com/IL/Chicago/2930-N-Sheridan-Rd-60657/unit-1905/home/26809167,MRED,11644243,N,Y,41.9351067,-87.6397259
MLS Listing,,Single Family Residential,8622 S Morgan St,Chicago,IL,60620,230000,5,2.0,CHI - Auburn Gresham,2200,,1922,1,105,,Active,,,https://www.redfin.com/IL/Chicago/8622-S-Morgan-St-60620/home/13227706,MRED,11644241,N,Y,41.7371118,-87.6487967
MLS Listing,,Condo/Co-op,8 E Randolph St #1908,Chicago,IL,60601,470000,2,2.0,CHI - Loop,1335,,2008,1,352,1029,Active,October-8-2022 10:00 AM,October-8-2022 11:30 AM,https://www.redfin.com/IL/Chicago/8-E-Randolph-St-60601/unit-1908/home/39566830,MRED,11644238,N,Y,41.8846478,-87.6274056
MLS Listing,,Single Family Residential,650 N Central Ave,Chicago,IL,60644,159900,3,2.0,CHI - Austin,1896,3907,1896,1,84,,Active,,,https://www.redfin.com/IL/Chicago/650-N-Central-Ave-60644/home/13267015,MRED,11644234,N,Y,41.8925784,-87.7656669
MLS Listing,,Single Family Residential,3344 N Ozanam Ave,Chicago,IL,60634,289900,3,1.5,CHI - Dunning,,3781,1925,1,,,Active,,,https://www.redfin.com/IL/Chicago/3344-N-Ozanam-Ave-60634/home/13541549,MRED,11644229,N,Y,41.9408384,-87.821959
MLS Listing,,Condo/Co-op,403 N Wabash Ave Unit 8A,Chicago,IL,60611,2099000,3,3.5,CHI - Near North Side,2424,,2019,1,866,1749,Active,,,https://www.redfin.com/IL/Chicago/403-N-Wabash-Ave-60611/unit-8A/home/108431599,MRED,11476177,N,Y,41.8898415,-87.6264559
MLS Listing,,Single Family Residential,5525 S Albany Ave,Chicago,IL,60629,269000,4,1.5,CHI - Gage Park,1396,3123,1929,1,193,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/5525-S-Albany-Ave-60629/home/14014673,MRED,11644217,N,Y,41.7927781,-87.7008227
MLS Listing,,Single Family Residential,233 W 110th St,Chicago,IL,60628,60000,4,1.0,CHI - Roseland,1348,3123,1877,1,45,,Active,,,https://www.redfin.com/IL/Chicago/233-W-110th-St-60628/home/144569813,MRED,11644211,N,Y,41.6941379,-87.6292571
MLS Listing,,Multi-Family (2-4 Unit),5300 S 73rd Ct,Summit,IL,60501,299000,7,4.0,Summit,,,1964,1,,,Active,,,https://www.redfin.com/IL/Summit/5300-S-73rd-Ct-60501/home/14055652,MRED,11644201,N,Y,41.7960397,-87.8055131
MLS Listing,,Multi-Family (2-4 Unit),3220 N Hamlin Ave,Chicago,IL,60618,499900,4,2.0,CHI - Avondale,,,1918,1,,,Active,,,https://www.redfin.com/IL/Chicago/3220-N-Hamlin-Ave-60618/home/13453312,MRED,11644195,N,Y,41.9398551,-87.7225528
MLS Listing,,Single Family Residential,5142 S Linder Ave,Chicago,IL,60638,319900,3,2.0,CHI - Garfield Ridge,1050,3149,1957,1,305,,Active,,,https://www.redfin.com/IL/Chicago/5142-S-Linder-Ave-60638/home/14024126,MRED,11644189,N,Y,41.7987928,-87.7603135
MLS Listing,,Condo/Co-op,5701 N Sheridan Rd Unit 3F,Chicago,IL,60660,110000,1,1.0,CHI - Edgewater,900,,1962,1,122,415,Active,,,https://www.redfin.com/IL/Chicago/5701-N-Sheridan-Rd-60660/unit-3F/home/13407707,MRED,11644174,N,Y,41.9860059,-87.6544907
MLS Listing,,Single Family Residential,905 W Castlewood Ter,Chicago,IL,60640,2999000,5,3.5,CHI - Uptown,5400,10350,1911,1,555,,Active,,,https://www.redfin.com/IL/Chicago/905-W-Castlewood-Ter-60640/home/13398068,MRED,11644178,N,Y,41.9706088,-87.6528337
MLS Listing,,Condo/Co-op,1530 S State St Unit 15S,Chicago,IL,60605,546000,2,2.0,Dearborn Tower,1547,,2001,1,353,865,Active,,,https://www.redfin.com/IL/Chicago/1530-S-State-St-60605/unit-15S/home/182109055,MRED,11644144,N,Y,41.8612054,-87.6284311
MLS Listing,,Single Family Residential,11340 S Eggleston Ave,Chicago,IL,60628,85000,4,2.0,CHI - Roseland,1792,4430,1905,1,47,,Active,,,https://www.redfin.com/IL/Chicago/11340-S-Eggleston-Ave-60628/home/13063047,MRED,11644168,N,Y,41.687588,-87.6340795
MLS Listing,,Single Family Residential,12349 S Peoria St,Calumet Park,IL,60827,99000,4,1.0,Calumet Park,1000,,1923,1,99,,Active,,,https://www.redfin.com/IL/Calumet-Park/12349-S-Peoria-St-60827/home/13052756,MRED,11644164,N,Y,41.6691187,-87.6438439
MLS Listing,,Multi-Family (2-4 Unit),1935 N Dayton St,Chicago,IL,60614,1799000,5,5.5,CHI - Lincoln Park,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/1935-N-Dayton-St-60614/home/13350834,MRED,11644165,N,Y,41.9170554,-87.649397
MLS Listing,,Single Family Residential,7639 S Clyde Ave,Chicago,IL,60649,200000,2,1.5,CHI - South Shore,1272,,1923,1,157,,Active,,,https://www.redfin.com/IL/Chicago/7639-S-Clyde-Ave-60649/home/13921827,MRED,11644161,N,Y,41.7559512,-87.5733287
MLS Listing,,Single Family Residential,9158 S Drexel Ave,Chicago,IL,60619,68900,3,1.0,CHI - Burnside,949,5662,1957,1,73,,Active,,,https://www.redfin.com/IL/Chicago/9158-S-Drexel-Ave-60619/home/13112811,MRED,11644156,N,Y,41.7277445,-87.6012218
MLS Listing,,Single Family Residential,2713 N Campbell Ave,Chicago,IL,60647,1450000,5,3.5,CHI - Logan Square,,3149,2022,1,,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2713-N-Campbell-Ave-60647/home/13449888,MRED,11644155,N,Y,41.9307993,-87.6900345
MLS Listing,,Single Family Residential,11601 S Hale Ave,Chicago,IL,60643,249900,3,1.5,CHI - Morgan Park,1994,,1924,1,125,,Active,,,https://www.redfin.com/IL/Chicago/11601-S-Hale-Ave-60643/home/13068668,MRED,11644154,N,Y,41.6826459,-87.6723103
MLS Listing,,Single Family Residential,6889 N Mendota Ave,Chicago,IL,60646,500000,3,1.5,Wildwood,,,1954,1,,,Active,,,https://www.redfin.com/IL/Chicago/6889-N-Mendota-Ave-60646/home/13592617,MRED,11635975,N,Y,42.0067416,-87.7778582
MLS Listing,,Single Family Residential,6315 S Oakley Ave,Chicago,IL,60636,259900,5,2.5,CHI - Chicago Lawn,2198,3123,1920,1,118,,Active,,,https://www.redfin.com/IL/Chicago/6315-S-Oakley-Ave-60636/home/182030253,MRED,11644151,N,Y,41.778648,-87.680826
MLS Listing,,Single Family Residential,7942 S Wentworth Ave,Chicago,IL,60620,275000,3,2.0,CHI - Chatham,860,,1965,1,320,,Active,,,https://www.redfin.com/IL/Chicago/7942-S-Wentworth-Ave-60620/home/13228094,MRED,11644149,N,Y,41.749595,-87.6296859
MLS Listing,,Condo/Co-op,1625 W North Shore Ave #102,Chicago,IL,60626,229900,2,2.0,CHI - Rogers Park,1000,,1915,1,230,281,Active,,,https://www.redfin.com/IL/Chicago/1625-W-North-Shore-Ave-60626/unit-102/home/26780039,MRED,11644143,N,Y,42.003346,-87.6716567
MLS Listing,,Condo/Co-op,421 E 45th St Unit 3W,Chicago,IL,60653,285000,3,2.0,CHI - Grand Boulevard,1750,,2004,1,163,350,Active,,,https://www.redfin.com/IL/Chicago/421-E-45th-St-60653/unit-3W/home/12644106,MRED,11644118,N,Y,41.812775,-87.615424
MLS Listing,,Condo/Co-op,2341 W Haddon Ave #4,Chicago,IL,60622,504900,3,2.0,CHI - West Town,1400,,,1,361,270,Active,,,https://www.redfin.com/IL/Chicago/2341-W-Haddon-Ave-60622/unit-4/home/21809614,MRED,11644106,N,Y,41.9019412,-87.6861783
MLS Listing,,Single Family Residential,6958 S Talman Ave,Chicago,IL,60629,279900,5,2.5,CHI - Chicago Lawn,1467,3402,1929,1,191,,Active,,,https://www.redfin.com/IL/Chicago/6958-S-Talman-Ave-60629/home/13987154,MRED,11644092,N,Y,41.7665484,-87.6896031
MLS Listing,,Condo/Co-op,4337 N Kedvale Ave Unit 1E,Chicago,IL,60641,159500,2,1.5,CHI - Irving Park,1000,,1967,1,160,318,Active,,,https://www.redfin.com/IL/Chicago/4337-N-Kedvale-Ave-60641/unit-1E/home/13481759,MRED,11644089,N,Y,41.9602556,-87.7308305
MLS Listing,,Condo/Co-op,225 N Columbus Dr #5310,Chicago,IL,60601,660000,2,2.0,CHI - Loop,1170,,2009,1,564,1193,Active,,,https://www.redfin.com/IL/Chicago/225-N-Columbus-Dr-60601/unit-5310/home/18444224,MRED,11644084,N,Y,41.8864623,-87.6201026
MLS Listing,,Single Family Residential,5254 W Berenice Ave,Chicago,IL,60641,542000,4,3.5,CHI - Portage Park,2400,3628,1916,1,226,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/5254-W-Berenice-Ave-60641/home/13462894,MRED,11644079,N,Y,41.9507281,-87.7592436
MLS Listing,,Single Family Residential,5675 N Vine Ave,Norwood Park Township,IL,60631,299900,3,1.0,Norwood Park Township,1325,8494,1957,1,226,,Active,,,https://www.redfin.com/IL/Chicago/5675-N-Vine-Ave-60631/home/13562432,MRED,11644070,N,Y,41.9833495,-87.8288406
MLS Listing,,Condo/Co-op,505 N Lake Shore Dr #3301,Chicago,IL,60611,650000,2,2.0,CHI - Near North Side,1450,,1968,1,448,1037,Active,,,https://www.redfin.com/IL/Chicago/505-N-Lake-Shore-Dr-60611/unit-3301/home/14095530,MRED,11644045,N,Y,41.8915839,-87.6126983
MLS Listing,,Condo/Co-op,5530 W Lawrence Ave Unit 1S,Chicago,IL,60630,145000,2,1.0,CHI - Jefferson Park,900,,1979,1,161,170,Active,October-9-2022 11:00 AM,October-9-2022 05:00 PM,https://www.redfin.com/IL/Chicago/5530-W-Lawrence-Ave-60630/unit-1S/home/13498102,MRED,11635304,N,Y,41.9681683,-87.7664207
MLS Listing,,Single Family Residential,5101 S Monitor Ave,Chicago,IL,60638,333000,3,1.5,CHI - Garfield Ridge,1300,,1973,1,256,,Active,,,https://www.redfin.com/IL/Chicago/5101-S-Monitor-Ave-60638/home/14026184,MRED,11644037,N,Y,41.7998235,-87.7683388
MLS Listing,,Single Family Residential,7753 W Forest Preserve Ave,Chicago,IL,60634,429000,5,2.5,CHI - Dunning,2400,3750,1970,1,179,,Active,,,https://www.redfin.com/IL/Chicago/7753-W-Forest-Preserve-Ave-60634/home/13542535,MRED,11644034,N,Y,41.946499,-87.821487
MLS Listing,,Condo/Co-op,1750 W Rascher Ave #1,Chicago,IL,60640,215000,2,1.0,CHI - Edgewater,,,1913,1,,343,Active,,,https://www.redfin.com/IL/Chicago/1750-W-Rascher-Ave-60640/unit-1/home/18918389,MRED,11644029,N,Y,41.9807873,-87.6741782
MLS Listing,,Condo/Co-op,201 N Westshore Dr #2508,Chicago,IL,60601,565000,2,2.5,CHI - Loop,1295,,2004,1,436,853,Active,,,https://www.redfin.com/IL/Chicago/201-N-Westshore-Dr-60601/unit-2508/home/12657072,MRED,11644027,N,Y,41.8864156,-87.6160537
MLS Listing,,Vacant Land,3616 W 51st Pl,Chicago,IL,60632,30000,,,CHI - West Elsdon,,1742,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3616-W-51st-St-60632/home/28813536,MRED,11644011,N,Y,41.8008585,-87.7142748
MLS Listing,,Vacant Land,3612 W 51st Pl,Chicago,IL,60632,30000,,,CHI - West Elsdon,,1742,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3612-W-51st-St-60632/home/28813594,MRED,11644014,N,Y,41.8008632,-87.713952
MLS Listing,,Vacant Land,3614 W 51st Pl,Chicago,IL,60632,30000,,,CHI - West Elsdon,,1742,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3614-W-51st-St-60632/home/28813595,MRED,11644013,N,Y,41.8008612,-87.7140823
MLS Listing,,Multi-Family (2-4 Unit),8449 S Buffalo Ave,Chicago,IL,60617,249900,6,2.0,CHI - South Chicago,,,1887,1,,,Active,,,https://www.redfin.com/IL/Chicago/8449-S-Buffalo-Ave-60617/home/13212342,MRED,11644006,N,Y,41.7415037,-87.5439315
MLS Listing,,Single Family Residential,4134 W Roscoe St,Chicago,IL,60641,425000,4,3.5,CHI - Irving Park,,2526,1907,1,,,Active,,,https://www.redfin.com/IL/Chicago/4134-W-Roscoe-St-60641/home/13456966,MRED,11644000,N,Y,41.9428917,-87.7312096
MLS Listing,,Multi-Family (2-4 Unit),6438 N Mozart St,Chicago,IL,60645,910000,11,7.0,CHI - West Ridge,,,1923,1,,,Active,,,https://www.redfin.com/IL/Chicago/6438-N-Mozart-St-60645/home/13583139,MRED,11643998,N,Y,41.9986873,-87.7011365
MLS Listing,,Multi-Family (2-4 Unit),6940 S Campbell Ave,Chicago,IL,60629,134900,4,2.0,CHI - Chicago Lawn,,,1928,1,,,Active,,,https://www.redfin.com/IL/Chicago/6940-S-Campbell-Ave-60629/home/13986921,MRED,11643994,N,Y,41.7670982,-87.6860218
MLS Listing,,Single Family Residential,5942 S Marshfield Ave,Chicago,IL,60636,61000,4,2.0,CHI - West Englewood,1200,3123,1905,1,51,,Active,,,https://www.redfin.com/IL/Chicago/5942-S-Marshfield-Ave-60636/home/13938190,MRED,11643984,N,Y,41.7855201,-87.6658094
MLS Listing,,Single Family Residential,3852 W Flournoy St,Chicago,IL,60624,82500,3,2.0,CHI - West Garfield Park,4308,4312,1901,1,19,,Active,,,https://www.redfin.com/IL/Chicago/3852-W-Flournoy-St-60624/home/13256851,MRED,11643983,N,Y,41.8727766,-87.7224505
MLS Listing,,Multi-Family (2-4 Unit),8042 S Champlain Ave,Chicago,IL,60619,229900,6,3.0,CHI - Chatham,,,1924,1,,,Active,,,https://www.redfin.com/IL/Chicago/8042-S-Champlain-Ave-60619/home/182104793,MRED,11643981,N,Y,41.7480962,-87.6091057
MLS Listing,,Condo/Co-op,5322 S King Dr Unit 3N,Chicago,IL,60615,125000,3,2.0,CHI - Washington Park,1700,,,1,74,275,Active,,,https://www.redfin.com/IL/Chicago/5322-S-King-Dr-60615/unit-3N/home/12614362,MRED,11643982,N,Y,41.797737,-87.6163341
MLS Listing,,Condo/Co-op,1614 W Columbia Ave #1,Chicago,IL,60626,225000,2,2.0,CHI - Rogers Park,1500,,,1,150,173,Active,,,https://www.redfin.com/IL/Chicago/1614-W-Columbia-Ave-60626/unit-1/home/12609963,MRED,11643975,N,Y,42.0046762,-87.6712856
MLS Listing,,Single Family Residential,6334 N Melvina Ave,Chicago,IL,60646,499900,5,2.5,CHI - Norwood Park,3200,,1930,1,156,,Active,,,https://www.redfin.com/IL/Chicago/6334-N-Melvina-Ave-60646/home/13512006,MRED,11643965,N,Y,41.9961146,-87.7831757
MLS Listing,,Single Family Residential,2614 N Greenview Ave,Chicago,IL,60614,2650000,7,6.0,CHI - Lincoln Park,6000,3693,2004,1,442,,Active,,,https://www.redfin.com/IL/Chicago/2614-N-Greenview-Ave-60614/home/13363326,MRED,11643967,N,Y,41.9293187,-87.6661183
MLS Listing,,Condo/Co-op,2206 W Winnemac Ave #2,Chicago,IL,60625,159900,1,1.0,CHI - Lincoln Square,,,1921,1,,251,Active,,,https://www.redfin.com/IL/Chicago/2206-W-Winnemac-Ave-60625/unit-2/home/12806219,MRED,11643955,N,Y,41.9732894,-87.6845396
MLS Listing,,Multi-Family (2-4 Unit),3032 S Wells St,Chicago,IL,60616,450000,7,3.0,CHI - Armour Square,,,1890,1,,,Active,,,https://www.redfin.com/IL/Chicago/3032-S-Wells-St-60616/home/182103768,MRED,11643942,N,Y,41.8386675,-87.6331881
MLS Listing,,Single Family Residential,3851 W 109th Pl,Chicago,IL,60655,264900,4,2.5,CHI - Mount Greenwood,1760,,1947,1,151,,Active,,,https://www.redfin.com/IL/Chicago/3851-W-109th-Pl-60655/home/13153877,MRED,11643919,N,Y,41.6937836,-87.7175887
MLS Listing,,Single Family Residential,603 W 123rd St,Chicago,IL,60628,125000,3,1.0,CHI - West Pullman,1200,4687,1920,1,104,,Active,,,https://www.redfin.com/IL/Chicago/603-W-123rd-St-60628/home/13056475,MRED,11643901,N,Y,41.6703808,-87.6371627
MLS Listing,,Single Family Residential,10219 S Bensley Ave,Chicago,IL,60617,159000,2,1.0,CHI - South Deering,1400,3750,,1,114,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/10219-S-Bensley-Ave-60617/home/182103411,MRED,11643903,N,Y,41.7093045,-87.5630541
MLS Listing,,Single Family Residential,12459 S Stewart Ave,Chicago,IL,60628,201900,3,2.0,CHI - West Pullman,4092,,1954,1,49,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/12459-S-Stewart-Ave-60628/home/13055681,MRED,11439388,N,Y,41.6671467,-87.6316523
MLS Listing,,Condo/Co-op,675 N Peoria St Unit 1S,Chicago,IL,60642,600000,3,3.0,CHI - West Town,2500,,2005,1,240,373,Active,,,https://www.redfin.com/IL/Chicago/675-N-Peoria-St-60642/unit-1S/home/26812832,MRED,11643898,N,Y,41.8943882,-87.6498659
MLS Listing,,Single Family Residential,2915 E 80th St,Chicago,IL,60617,205000,3,2.0,CHI - South Chicago,1740,,1895,1,118,,Active,,,https://www.redfin.com/IL/Chicago/2915-E-80th-St-60617/home/13214737,MRED,11643890,N,Y,41.7499514,-87.5533983
MLS Listing,,Multi-Family (2-4 Unit),7540 S Peoria St,Chicago,IL,60620,98000,4,2.0,CHI - Auburn Gresham,,3484,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/7540-S-Peoria-St-60620/home/182102861,MRED,11643887,N,Y,41.7564773,-87.6469563
MLS Listing,,Condo/Co-op,822 N California Ave #3,Chicago,IL,60622,382500,3,2.0,CHI - West Town,,,2005,1,,200,Active,October-9-2022 12:00 PM,October-9-2022 01:30 PM,https://www.redfin.com/IL/Chicago/822-N-California-Ave-60622/unit-3/home/18914679,MRED,11643888,N,Y,41.8964278,-87.6970667
MLS Listing,,Condo/Co-op,1500 W Grand Ave Unit 1E,Chicago,IL,60642,575000,3,3.0,CHI - West Town,,,2004,1,,348,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/1500-W-Grand-Ave-60642/unit-1E/home/12629764,MRED,11619980,N,Y,41.8911164,-87.6658205
MLS Listing,,Single Family Residential,5057 W Cornelia Ave,Chicago,IL,60641,759000,4,3.5,CHI - Portage Park,2763,8454,2022,1,275,,Active,,,https://www.redfin.com/IL/Chicago/5057-W-Cornelia-Ave-60641/home/182102400,MRED,11643856,N,Y,41.9442197,-87.754263
MLS Listing,,Single Family Residential,2649 N Mont Clare Ave,Chicago,IL,60707,210000,3,2.0,CHI - Montclare,1020,3593,1920,1,206,,Active,,,https://www.redfin.com/IL/Chicago/2649-N-Mont-Clare-Ave-60707/home/13432674,MRED,11643855,N,Y,41.9286107,-87.8037085
MLS Listing,,Single Family Residential,5732 S Elizabeth St,Chicago,IL,60636,134900,5,2.0,CHI - West Englewood,1012,3123,1905,1,133,,Active,,,https://www.redfin.com/IL/Chicago/5732-S-Elizabeth-St-60636/home/13940725,MRED,11643854,N,Y,41.7894903,-87.6562056
MLS Listing,,Condo/Co-op,451 W Huron St #1302,Chicago,IL,60654,279900,1,1.0,CHI - Near North Side,,,2007,1,,429,Active,,,https://www.redfin.com/IL/Chicago/451-W-Huron-St-60654/unit-1302/home/26794124,MRED,11643851,N,Y,41.8944818,-87.6404048
MLS Listing,,Single Family Residential,5214 W Devon Ave,Chicago,IL,60646,879000,9,4.0,Edgebrook,,10964,1958,1,,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/5214-W-Devon-Ave-60646/home/13590866,MRED,11643847,N,Y,41.9975549,-87.7586727
MLS Listing,,Condo/Co-op,3014 W Montrose Ave Unit 3E,Chicago,IL,60618,649000,3,2.0,CHI - Albany Park,,,2022,1,,234,Active,,,https://www.redfin.com/IL/Chicago/3014-W-Montrose-Ave-60618/unit-3E/home/180576518,MRED,11643845,N,Y,41.9615042,-87.7039569
